Year,Cons_pc_Beer,Cons_pc_Wine,Cons_pc_Spirits,Cons_pc_Alkohol,Exp_pc_Beer ,Exp_pc_Wine ,Exp_pc_Spirits ,Exp_pc_Alkohol ,Exp_pc_Total ,Exp_pc_Residual ,Prices_Beer,Prices_Wine,Prices_Spirits,Prices_Alcohol,CPI_Beer,CPI_Wine,CPI_Spirits,CPI_Alcohol,CPI_AllGoods,Population ('000),Real GDPPC,Cond_Bugdget_Shares_Beer,Cond_Bugdget_Shares_Wine,Cond_Bugdget_Shares_Spirits,Uncond_Bugdget_Shares_Beer,Uncond_Bugdget_Shares_Wine,Uncond_Bugdget_Shares_Spirits,Uncond_Bugdget_Shares_Alcohol,Volume_Shares_Beer,Volume_Shares_Wine,Volume_Shares_Spirits,Exchange_Rate,Expenditure_pc_USD_Beer ,Expenditure_pc_USD_Wine ,Expenditure_pc_USD_Spirits ,Expenditure_pc_USD_Alcohol ,Expenditure_pc_USD_Total ,Expenditure_pc_USD_Residuals ,Price_USD_Beer,Price_USD_Wine,Price_USD_Spirits,Price_USD_Alcohol,Country
2008,2.80,3.94,3.94,10.67,403.30,326.99,846.84,1577.13,42399.74,40822.61,144.04,83.08,215.15,147.78,93.93,100.70,100.30,99.70,100.49,7581.52,25293.20,0.26,0.21,0.54,0.01,0.01,0.02,0.04,0.26,0.37,0.37,1.08,372.18,301.75,781.48,1455.41,39127.51,37672.10,132.92,76.66,198.55,136.38,Switzerland
2009,2.70,4.03,4.03,10.76,397.82,340.27,874.36,1612.45,42581.02,40968.57,147.34,84.39,216.85,149.80,96.08,102.30,101.09,101.29,100.00,7604.00,24538.19,0.25,0.21,0.54,0.01,0.01,0.02,0.04,0.25,0.37,0.37,1.09,366.28,313.30,805.04,1484.62,39205.47,37720.85,135.66,77.70,199.66,137.93,Switzerland
2010,2.74,3.90,3.90,10.53,411.02,326.61,844.18,1581.80,42248.70,40666.90,150.19,83.82,216.64,150.22,97.94,101.60,100.99,100.89,100.70,7824.91,25033.24,0.26,0.21,0.53,0.01,0.01,0.02,0.04,0.26,0.37,0.37,1.04,394.18,313.23,809.60,1517.01,40518.21,39001.20,144.04,80.38,207.77,144.07,Switzerland
2011,2.71,3.80,3.80,10.32,410.90,315.04,824.00,1549.94,42138.61,40588.66,151.40,82.83,216.64,150.17,98.73,100.40,100.99,100.10,100.93,7912.40,25203.18,0.27,0.20,0.53,0.01,0.01,0.02,0.04,0.26,0.37,0.37,0.89,463.13,355.09,928.75,1746.98,47495.39,45748.41,170.64,93.36,244.18,169.26,Switzerland
2012,2.68,3.82,3.82,10.31,405.69,316.34,819.26,1541.28,42376.89,40835.61,151.40,82.91,214.73,149.49,98.73,100.50,100.10,100.10,100.25,7996.86,25217.44,0.26,0.21,0.53,0.01,0.01,0.02,0.04,0.26,0.37,0.37,0.94,432.74,337.43,873.89,1644.07,45202.98,43558.91,161.49,88.44,229.05,159.46,Switzerland
2013,2.68,3.71,3.71,10.09,411.79,306.30,794.06,1512.15,42628.93,41116.78,153.80,82.66,214.30,149.89,100.29,100.20,99.90,100.10,100.01,8081.48,25394.77,0.27,0.20,0.53,0.01,0.01,0.02,0.04,0.27,0.37,0.37,0.93,444.21,330.42,856.58,1631.20,45985.09,44353.88,165.91,89.17,231.17,161.69,Switzerland
2014,2.68,3.73,3.73,10.14,502.27,535.96,611.53,1649.75,42387.41,40737.66,187.50,143.66,163.92,162.69,100.00,100.00,100.00,100.00,100.00,8211.38,25465.27,0.30,0.32,0.37,0.01,0.01,0.01,0.04,0.26,0.37,0.37,0.92,548.93,585.74,668.34,1803.01,46325.04,44522.03,204.92,157.01,179.15,177.81,Switzerland
1970,0.06,0.10,0.06,0.23,,,,,,,,,,,,,,,0.00,35758.38,3078.19,,,,,,,,0.28,0.44,0.28,, , , , , , , , , , ,Turkey
1971,0.11,0.10,0.11,0.32,,,,,,,,,,,,,,,0.00,36579.96,3281.74,,,,,,,,0.35,0.31,0.35,, , , , , , , , , , ,Turkey
1972,0.08,0.09,0.08,0.24,,,,,,,,,,,,,,,0.00,37492.95,3412.13,,,,,,,,0.32,0.37,0.32,, , , , , , , , , , ,Turkey
1973,0.16,0.08,0.16,0.40,,,,,,,,,,,,,,,0.00,38503.44,3476.52,,,,,,,,0.41,0.19,0.41,, , , , , , , , , , ,Turkey
1974,0.14,0.06,0.14,0.35,,,,,,,,,,,,,,,0.00,39512.95,3665.36,,,,,,,,0.41,0.19,0.41,, , , , , , , , , , ,Turkey
1975,0.20,0.07,0.20,0.46,,,,,,,,,,,,,,,0.00,40529.80,3894.79,,,,,,,,0.43,0.14,0.43,, , , , , , , , , , ,Turkey
1976,0.21,0.04,0.21,0.46,,,,,,,,,,,,,,,0.00,41471.75,4137.78,,,,,,,,0.45,0.09,0.45,, , , , , , , , , , ,Turkey
1977,0.23,0.04,0.23,0.50,,,,,,,,,,,,,,,0.00,42376.64,4224.14,,,,,,,,0.46,0.08,0.46,, , , , , , , , , , ,Turkey
1978,0.24,0.05,0.24,0.54,,,,,,,,,,,,,,,0.00,43274.73,4254.51,,,,,,,,0.45,0.10,0.45,, , , , , , , , , , ,Turkey
1979,0.21,0.07,0.21,0.48,,,,,,,,,,,,,,,0.00,44165.46,4133.00,,,,,,,,0.43,0.14,0.43,, , , , , , , , , , ,Turkey
1980,0.22,0.07,0.40,0.69,,,,,,,,,,,,,,,0.00,45047.97,4021.60,,,,,,,,0.32,0.10,0.58,, , , , , , , , , , ,Turkey
1981,0.34,0.09,0.50,0.93,,,,,,,,,,,,,,,0.00,46253.23,4086.50,,,,,,,,0.36,0.10,0.54,, , , , , , , , , , ,Turkey
1982,0.32,0.04,0.40,0.76,,,,,,,,,,,,,,,0.00,47464.18,4182.00,,,,,,,,0.42,0.06,0.52,, , , , , , , , , , ,Turkey
1983,0.34,0.03,0.39,0.77,,,,,,,,,,,,,,,0.00,48660.62,4229.52,,,,,,,,0.44,0.04,0.52,, , , , , , , , , , ,Turkey
1984,0.27,0.04,0.30,0.61,,,,,,,,,,,,,,,0.00,49839.74,4366.74,,,,,,,,0.44,0.07,0.49,, , , , , , , , , , ,Turkey
1985,0.20,0.11,0.29,0.60,,,,,,,,,,,,,,,0.01,50997.01,4485.44,,,,,,,,0.33,0.18,0.49,, , , , , , , , , , ,Turkey
1986,0.19,0.04,0.30,0.53,,,,,,,,,,,,,,,0.01,52127.34,4695.27,,,,,,,,0.35,0.08,0.56,, , , , , , , , , , ,Turkey
1987,0.20,0.06,0.30,0.55,,,,,,,,,,,,,,,0.01,53242.67,4998.02,,,,,,,,0.36,0.10,0.54,, , , , , , , , , , ,Turkey
1988,0.20,0.04,0.20,0.45,,,,,,,,,,,,,,,0.02,54355.53,5086.14,,,,,,,,0.45,0.10,0.45,, , , , , , , , , , ,Turkey
1989,0.21,0.04,0.20,0.46,,,,,,,,,,,,,,,0.03,55462.48,5041.50,,,,,,,,0.47,0.10,0.43,, , , , , , , , , , ,Turkey
1990,0.31,0.04,0.30,0.65,,,,,,,,,,,,,,,0.05,56560.68,5399.42,,,,,,,,0.47,0.07,0.46,, , , , , , , , , , ,Turkey
1991,0.33,0.05,0.39,0.78,,,,,,,,,,,,,,,0.09,57650.23,5346.46,,,,,,,,0.43,0.07,0.50,, , , , , , , , , , ,Turkey
1992,0.39,0.06,0.40,0.85,,,,,,,,,,,,,,,0.15,58731.17,5562.12,,,,,,,,0.46,0.08,0.47,, , , , , , , , , , ,Turkey
1993,0.45,0.08,0.39,0.92,,,,,,,,,,,,,,,0.24,59800.53,5901.96,,,,,,,,0.49,0.09,0.43,, , , , , , , , , , ,Turkey
1994,0.50,0.07,0.40,0.96,,,,,,,,,,,,,,,0.50,60867.09,5482.19,,,,,,,,0.52,0.07,0.41,, , , , , , , , , , ,Turkey
1995,0.55,0.05,0.39,0.99,,,,,,,,,,,,,,,0.94,61940.15,5774.63,,,,,,,,0.55,0.05,0.40,, , , , , , , , , , ,Turkey
1996,0.56,0.07,0.30,0.93,1.20,0.06,0.42,1.68,157.70,156.02,2.12,0.88,1.43,1.81,1.38,1.06,0.67,0.67,1.69,63017.80,6073.49,0.71,0.04,0.25,0.00,0.00,0.00,0.00,0.61,0.07,0.32,0.08,14.70,0.72,5.20,20.63,1937.19,1916.56,26.03,10.77,17.59,22.24,Turkey
1997,0.64,0.07,0.39,1.11,3.08,0.13,1.29,4.50,306.08,301.58,4.78,1.81,3.27,4.05,3.12,2.19,1.52,1.37,3.15,64097.69,6420.72,0.68,0.03,0.29,0.00,0.00,0.00,0.00,0.58,0.07,0.35,0.15,20.27,0.89,8.46,29.62,2015.48,1985.87,31.48,11.90,21.54,26.65,Turkey
1998,0.59,0.08,0.39,1.05,3.85,0.23,1.77,5.86,716.03,710.17,6.56,3.10,4.56,5.57,4.27,3.76,2.13,2.28,5.73,65177.18,6509.61,0.66,0.04,0.30,0.00,0.00,0.00,0.00,0.56,0.07,0.37,0.26,14.76,0.89,6.81,22.46,2746.30,2723.84,25.14,11.89,17.49,21.36,Turkey
1999,0.54,0.08,0.39,1.00,6.39,0.38,4.95,11.72,1081.31,1069.59,11.91,5.00,12.63,11.67,7.77,6.06,5.89,3.88,9.24,66254.00,6188.30,0.55,0.03,0.42,0.00,0.00,0.00,0.00,0.53,0.08,0.39,0.42,15.26,0.90,11.82,27.98,2582.04,2554.05,28.44,11.93,30.15,27.87,Turkey
